disease_area,disease,phase,completion_period,period_trial_count,outcome_normalized,percentage,rank,outcome_position
Blood disease,Thalassemia,Phase 3,2006-2010,1,ANNUALIZED VOLUME OF PRBC TRANSFUSIONS,0.0000,1.0000,9
Blood disease,Thalassemia,Phase 3,2006-2010,1,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,0.0000,1.0000,10
Blood disease,Thalassemia,Phase 3,2021-2025,2,CHANGE IN FERRITIN,100.0000,1.0000,0
Blood disease,Thalassemia,Phase 3,2021-2025,2,ANNUALIZED NUMBER OF PRBC TRANSFUSIONS,100.0000,1.0000,7
Blood disease,Thalassemia,Phase 3,2021-2025,2,ANNUALIZED PHLEBOTOMY THERAPY USAGE,100.0000,1.0000,8
Blood disease,Thalassemia,Phase 3,2021-2025,2,ANNUALIZED VOLUME OF PRBC TRANSFUSIONS,100.0000,1.0000,9
Blood disease,Thalassemia,Phase 3,2021-2025,2,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,0.0000,5.0000,10
Blood disease,Thalassemia,Phase 4,2006-2010,1,ABSOLUTE CHANGE IN LIVER IRON CONCENTRATION,100.0000,1.0000,15
Blood disease,Thalassemia,Phase 4,2006-2010,1,ABSOLUTE CHANGE IN HEALTH-RELATED QUALITY OF LIFE SCORE,0.0000,2.0000,13
Blood disease,Thalassemia,Phase 4,2006-2010,1,ABSOLUTE CHANGE IN LIC,0.0000,2.0000,14
Blood disease,Thalassemia,Phase 4,2006-2010,1,ABSOLUTE CHANGE IN LIVER IRON CONTENT,0.0000,2.0000,16
Blood disease,Thalassemia,Phase 4,2006-2010,1,ABSOLUTE CHANGE IN SERUM FERRITIN,0.0000,2.0000,17
Blood disease,Thalassemia,Phase 4,2011-2015,2,ABSOLUTE CHANGE IN HEALTH-RELATED QUALITY OF LIFE SCORE,0.0000,1.0000,13
Blood disease,Thalassemia,Phase 4,2011-2015,2,ABSOLUTE CHANGE IN LIC,0.0000,1.0000,14
Blood disease,Thalassemia,Phase 4,2011-2015,2,ABSOLUTE CHANGE IN LIVER IRON CONCENTRATION,0.0000,1.0000,15
Blood disease,Thalassemia,Phase 4,2011-2015,2,ABSOLUTE CHANGE IN LIVER IRON CONTENT,0.0000,1.0000,16
Blood disease,Thalassemia,Phase 4,2011-2015,2,ABSOLUTE CHANGE IN SERUM FERRITIN,0.0000,1.0000,17
Blood disease,Thalassemia,Phase 4,2016-2020,2,ABSOLUTE CHANGE IN HEALTH-RELATED QUALITY OF LIFE SCORE,100.0000,1.0000,13
Blood disease,Thalassemia,Phase 4,2016-2020,2,ABSOLUTE CHANGE IN LIC,100.0000,1.0000,14
Blood disease,Thalassemia,Phase 4,2016-2020,2,ABSOLUTE CHANGE IN LIVER IRON CONTENT,100.0000,1.0000,16
Blood disease,Thalassemia,Phase 4,2016-2020,2,ABSOLUTE CHANGE IN SERUM FERRITIN,100.0000,1.0000,17
Blood disease,Thalassemia,Phase 4,2016-2020,2,ABSOLUTE CHANGE IN LIVER IRON CONCENTRATION,0.0000,5.0000,15
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 1,2011-2015,1,ADVERSE EVENTS BY SEVERITY,0.0000,1.0000,11
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 1,2011-2015,1,CHANGE IN HEMOGLOBIN,0.0000,1.0000,14
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 1,2011-2015,1,CHANGE IN WHO BLEEDING ASSESSMENT SCORE,0.0000,1.0000,16
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 1,2011-2015,1,CORRECTED COUNT INCREMENTS,0.0000,1.0000,17
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 1,2011-2015,1,COUNT INCREMENT,0.0000,1.0000,18
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 1,2016-2020,2,ADVERSE EVENTS BY SEVERITY,100.0000,1.0000,11
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 1,2016-2020,2,CHANGE IN HEMOGLOBIN,100.0000,1.0000,14
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 1,2016-2020,2,CHANGE IN WHO BLEEDING ASSESSMENT SCORE,100.0000,1.0000,16
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 1,2016-2020,2,CORRECTED COUNT INCREMENTS,100.0000,1.0000,17
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 1,2016-2020,2,COUNT INCREMENT,100.0000,1.0000,18
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2006-2010,4,CHANGE IN PLATELET COUNT,75.0000,1.0000,0
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2006-2010,4,TIME TO MAXIMUM CONCENTRATION,50.0000,2.0000,4
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2006-2010,4,MAXIMUM PLASMA CONCENTRATION,50.0000,2.0000,1
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2006-2010,4,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,50.0000,2.0000,2
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2006-2010,4,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,0.0000,5.0000,6
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2011-2015,16,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,28.8889,1.0000,2
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2011-2015,16,MAXIMUM PLASMA CONCENTRATION,28.3333,2.0000,1
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2011-2015,16,CHANGE IN PLATELET COUNT,23.3333,3.0000,0
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2011-2015,16,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,20.0000,4.0000,6
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2011-2015,16,TIME TO MAXIMUM CONCENTRATION,18.3333,5.0000,4
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2016-2020,13,TIME TO MAXIMUM CONCENTRATION,50.0000,1.0000,4
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2016-2020,13,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,50.0000,1.0000,2
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2016-2020,13,CHANGE IN PLATELET COUNT,25.0000,3.0000,0
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2016-2020,13,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,25.0000,3.0000,6
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2016-2020,13,MAXIMUM PLASMA CONCENTRATION,0.0000,5.0000,1
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2021-2025,6,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,100.0000,1.0000,6
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2021-2025,6,CHANGE IN PLATELET COUNT,50.0000,2.0000,0
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2021-2025,6,TIME TO MAXIMUM CONCENTRATION,50.0000,2.0000,4
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2021-2025,6,MAXIMUM PLASMA CONCENTRATION,50.0000,2.0000,1
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 2,2021-2025,6,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,5.0000,2
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2006-2010,4,RESPONDER RATE,66.6667,1.0000,5
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2006-2010,4,MAXIMUM PLASMA CONCENTRATION,33.3333,2.0000,1
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2006-2010,4,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,33.3333,2.0000,3
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2006-2010,4,CHANGE IN PLATELET COUNT,0.0000,4.0000,0
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2006-2010,4,CHANGE IN SF-36 SCORE,0.0000,4.0000,8
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2011-2015,5,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,100.0000,1.0000,3
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2011-2015,5,RESPONDER RATE,75.0000,2.0000,5
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2011-2015,5,MAXIMUM PLASMA CONCENTRATION,0.0000,3.0000,1
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2011-2015,5,CHANGE IN PLATELET COUNT,0.0000,3.0000,0
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2011-2015,5,CHANGE IN SF-36 SCORE,0.0000,3.0000,8
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2016-2020,12,MAXIMUM PLASMA CONCENTRATION,100.0000,1.0000,1
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2016-2020,12,CHANGE IN SF-36 SCORE,66.6667,2.0000,8
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2016-2020,12,CHANGE IN PLATELET COUNT,40.0000,3.0000,0
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2016-2020,12,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,40.0000,3.0000,3
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2016-2020,12,RESPONDER RATE,0.0000,5.0000,5
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2021-2025,7,RESPONDER RATE,100.0000,1.0000,5
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2021-2025,7,CHANGE IN PLATELET COUNT,75.0000,2.0000,0
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2021-2025,7,MAXIMUM PLASMA CONCENTRATION,50.0000,3.0000,1
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2021-2025,7,CHANGE IN SF-36 SCORE,50.0000,3.0000,8
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 3,2021-2025,7,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,0.0000,5.0000,3
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2006-2010,3,ABSOLUTE CHANGE IN PLATELET COUNT,50.0000,1.0000,10
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2006-2010,3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,2.0000,2
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2006-2010,3,CHANGE IN COLLAGEN LEVEL,0.0000,2.0000,12
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2006-2010,3,CHANGE IN EC GRADING SCALE,0.0000,2.0000,13
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2006-2010,3,CHANGE IN PLATELET TRANSCRIPTOME,0.0000,2.0000,15
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2011-2015,5,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,20.0000,1.0000,2
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2011-2015,5,CHANGE IN COLLAGEN LEVEL,20.0000,1.0000,12
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2011-2015,5,CHANGE IN EC GRADING SCALE,20.0000,1.0000,13
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2011-2015,5,CHANGE IN PLATELET TRANSCRIPTOME,20.0000,1.0000,15
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2011-2015,5,ABSOLUTE CHANGE IN PLATELET COUNT,0.0000,5.0000,10
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2021-2025,2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,50.0000,1.0000,2
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2021-2025,2,ABSOLUTE CHANGE IN PLATELET COUNT,0.0000,2.0000,10
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2021-2025,2,CHANGE IN COLLAGEN LEVEL,0.0000,2.0000,12
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2021-2025,2,CHANGE IN EC GRADING SCALE,0.0000,2.0000,13
Blood disease,Thrombotic Thrombocytopenic Purpura,Phase 4,2021-2025,2,CHANGE IN PLATELET TRANSCRIPTOME,0.0000,2.0000,15
Neoplastic disease,Thyroid Cancer,Phase 1,2021-2025,2,NUMBER OF PARTICIPANTS WHO EXPERIENCED A DOSE-LIMITING TOXICITY,100.0000,1.0000,15
Neoplastic disease,Thyroid Cancer,Phase 1,2021-2025,2,RECOMMENDED PHASE 2 DOSE,100.0000,1.0000,16
Neoplastic disease,Thyroid Cancer,Phase 2,2006-2010,4,OBJECTIVE RESPONSE RATE,100.0000,1.0000,0
Neoplastic disease,Thyroid Cancer,Phase 2,2006-2010,4,PROGRESSION-FREE SURVIVAL,50.0000,2.0000,1
Neoplastic disease,Thyroid Cancer,Phase 2,2006-2010,4,OVERALL SURVIVAL,50.0000,2.0000,2
Neoplastic disease,Thyroid Cancer,Phase 2,2006-2010,4,DURATION OF RESPONSE,50.0000,2.0000,3
Neoplastic disease,Thyroid Cancer,Phase 2,2006-2010,4,DISEASE CONTROL RATE,0.0000,5.0000,4
Neoplastic disease,Thyroid Cancer,Phase 2,2011-2015,13,OBJECTIVE RESPONSE RATE,76.6667,1.0000,0
Neoplastic disease,Thyroid Cancer,Phase 2,2011-2015,13,PROGRESSION-FREE SURVIVAL,70.0000,2.0000,1
Neoplastic disease,Thyroid Cancer,Phase 2,2011-2015,13,OVERALL SURVIVAL,64.5833,3.0000,2
Neoplastic disease,Thyroid Cancer,Phase 2,2011-2015,13,DISEASE CONTROL RATE,61.1111,4.0000,4
Neoplastic disease,Thyroid Cancer,Phase 2,2011-2015,13,DURATION OF RESPONSE,50.0000,5.0000,3
Neoplastic disease,Thyroid Cancer,Phase 2,2016-2020,26,OBJECTIVE RESPONSE RATE,69.6667,1.0000,0
Neoplastic disease,Thyroid Cancer,Phase 2,2016-2020,26,PROGRESSION-FREE SURVIVAL,48.6667,2.0000,1
Neoplastic disease,Thyroid Cancer,Phase 2,2016-2020,26,OVERALL SURVIVAL,35.0000,3.0000,2
Neoplastic disease,Thyroid Cancer,Phase 2,2016-2020,26,DURATION OF RESPONSE,25.8333,4.0000,3
Neoplastic disease,Thyroid Cancer,Phase 2,2016-2020,26,DISEASE CONTROL RATE,23.7500,5.0000,4
Neoplastic disease,Thyroid Cancer,Phase 2,2021-2025,23,OBJECTIVE RESPONSE RATE,58.6667,1.0000,0
Neoplastic disease,Thyroid Cancer,Phase 2,2021-2025,23,OVERALL SURVIVAL,51.3333,2.0000,2
Neoplastic disease,Thyroid Cancer,Phase 2,2021-2025,23,PROGRESSION-FREE SURVIVAL,50.6667,3.0000,1
Neoplastic disease,Thyroid Cancer,Phase 2,2021-2025,23,DURATION OF RESPONSE,41.6667,4.0000,3
Neoplastic disease,Thyroid Cancer,Phase 2,2021-2025,23,DISEASE CONTROL RATE,33.3333,5.0000,4
Neoplastic disease,Thyroid Cancer,Phase 3,2011-2015,2,OBJECTIVE RESPONSE RATE,0.0000,1.0000,0
Neoplastic disease,Thyroid Cancer,Phase 3,2011-2015,2,PROGRESSION-FREE SURVIVAL,0.0000,1.0000,1
Neoplastic disease,Thyroid Cancer,Phase 3,2011-2015,2,OVERALL SURVIVAL,0.0000,1.0000,2
Neoplastic disease,Thyroid Cancer,Phase 3,2011-2015,2,DURATION OF RESPONSE,0.0000,1.0000,3
Neoplastic disease,Thyroid Cancer,Phase 3,2011-2015,2,BIOCHEMICAL RESPONSE CEA,0.0000,1.0000,7
Neoplastic disease,Thyroid Cancer,Phase 3,2016-2020,5,DURATION OF RESPONSE,100.0000,1.0000,3
Neoplastic disease,Thyroid Cancer,Phase 3,2016-2020,5,BIOCHEMICAL RESPONSE CEA,100.0000,1.0000,7
Neoplastic disease,Thyroid Cancer,Phase 3,2016-2020,5,OBJECTIVE RESPONSE RATE,83.3333,3.0000,0
Neoplastic disease,Thyroid Cancer,Phase 3,2016-2020,5,PROGRESSION-FREE SURVIVAL,83.3333,3.0000,1
Neoplastic disease,Thyroid Cancer,Phase 3,2016-2020,5,OVERALL SURVIVAL,83.3333,3.0000,2
Neoplastic disease,Thyroid Cancer,Phase 3,2021-2025,2,OBJECTIVE RESPONSE RATE,100.0000,1.0000,0
Neoplastic disease,Thyroid Cancer,Phase 3,2021-2025,2,PROGRESSION-FREE SURVIVAL,100.0000,1.0000,1
Neoplastic disease,Thyroid Cancer,Phase 3,2021-2025,2,OVERALL SURVIVAL,100.0000,1.0000,2
Neoplastic disease,Thyroid Cancer,Phase 3,2021-2025,2,DURATION OF RESPONSE,100.0000,1.0000,3
Neoplastic disease,Thyroid Cancer,Phase 3,2021-2025,2,BIOCHEMICAL RESPONSE CEA,100.0000,1.0000,7
Neoplastic disease,Thyroid Cancer,Phase 4,2016-2020,3,OBJECTIVE RESPONSE RATE,100.0000,1.0000,0
Neoplastic disease,Thyroid Cancer,Phase 4,2016-2020,3,CHANGE IN THYROID-DEPENDENT QUALITY OF LIFE SCORE,100.0000,1.0000,9
Neoplastic disease,Thyroid Cancer,Phase 4,2016-2020,3,COMPLETE RESPONSE RATE,100.0000,1.0000,10
Neoplastic disease,Thyroid Cancer,Phase 4,2016-2020,3,HAZARD RATIO FOR SURGICALLY TREATED KC,100.0000,1.0000,12
Neoplastic disease,Thyroid Cancer,Phase 4,2016-2020,3,DURATION OF OBJECTIVE RESPONSE,0.0000,5.0000,11
Neoplastic disease,Thyroid Cancer,Phase 4,2021-2025,2,OBJECTIVE RESPONSE RATE,100.0000,1.0000,0
Neoplastic disease,Thyroid Cancer,Phase 4,2021-2025,2,DURATION OF OBJECTIVE RESPONSE,100.0000,1.0000,11
Neoplastic disease,Thyroid Cancer,Phase 4,2021-2025,2,CHANGE IN THYROID-DEPENDENT QUALITY OF LIFE SCORE,0.0000,3.0000,9
Neoplastic disease,Thyroid Cancer,Phase 4,2021-2025,2,COMPLETE RESPONSE RATE,0.0000,3.0000,10
Neoplastic disease,Thyroid Cancer,Phase 4,2021-2025,2,HAZARD RATIO FOR SURGICALLY TREATED KC,0.0000,3.0000,12
Disorder of ear,Tinnitus,Phase 1,2006-2010,1,P50 AMPLITUDE,100.0000,1.0000,15
Disorder of ear,Tinnitus,Phase 1,2006-2010,1,SIMPLE REACTION TIME,100.0000,1.0000,17
Disorder of ear,Tinnitus,Phase 2,2006-2010,1,CHANGE IN TINNITUS HANDICAP INVENTORY SCORE,100.0000,1.0000,11
Disorder of ear,Tinnitus,Phase 2,2006-2010,1,CHANGE IN THI SCORE,0.0000,2.0000,2
Disorder of ear,Tinnitus,Phase 2,2006-2010,1,CHANGE IN TINNITUS ANNOYANCE,0.0000,2.0000,3
Disorder of ear,Tinnitus,Phase 2,2006-2010,1,CHANGE IN TINNITUS ANNOYANCE SCORE,0.0000,2.0000,4
Disorder of ear,Tinnitus,Phase 2,2006-2010,1,CHANGE IN TINNITUS HANDICAP QUESTIONNAIRE SCORE,0.0000,2.0000,12
Disorder of ear,Tinnitus,Phase 2,2011-2015,2,CHANGE IN THI SCORE,50.0000,1.0000,2
Disorder of ear,Tinnitus,Phase 2,2011-2015,2,CHANGE IN TINNITUS ANNOYANCE SCORE,50.0000,1.0000,4
Disorder of ear,Tinnitus,Phase 2,2011-2015,2,CHANGE IN TINNITUS HANDICAP QUESTIONNAIRE SCORE,50.0000,1.0000,12
Disorder of ear,Tinnitus,Phase 2,2011-2015,2,CHANGE IN TINNITUS ANNOYANCE,0.0000,4.0000,3
Disorder of ear,Tinnitus,Phase 2,2011-2015,2,CHANGE IN TINNITUS HANDICAP INVENTORY SCORE,0.0000,4.0000,11
Disorder of ear,Tinnitus,Phase 2,2021-2025,2,CHANGE IN TINNITUS ANNOYANCE,100.0000,1.0000,3
Disorder of ear,Tinnitus,Phase 2,2021-2025,2,CHANGE IN THI SCORE,0.0000,2.0000,2
Disorder of ear,Tinnitus,Phase 2,2021-2025,2,CHANGE IN TINNITUS ANNOYANCE SCORE,0.0000,2.0000,4
Disorder of ear,Tinnitus,Phase 2,2021-2025,2,CHANGE IN TINNITUS HANDICAP INVENTORY SCORE,0.0000,2.0000,11
Disorder of ear,Tinnitus,Phase 2,2021-2025,2,CHANGE IN TINNITUS HANDICAP QUESTIONNAIRE SCORE,0.0000,2.0000,12
Disorder of ear,Tinnitus,Phase 3,2011-2015,1,CHANGE IN TINNITUS FUNCTIONAL INDEX AUDITORY DIFFICULTIES SCORE,0.0000,1.0000,5
Disorder of ear,Tinnitus,Phase 3,2011-2015,1,CHANGE IN TINNITUS FUNCTIONAL INDEX COGNITIVE INTERFERENCE SCORE,0.0000,1.0000,6
Disorder of ear,Tinnitus,Phase 3,2011-2015,1,CHANGE IN TINNITUS FUNCTIONAL INDEX EMOTIONAL DISTRESS SCORE,0.0000,1.0000,7
Disorder of ear,Tinnitus,Phase 3,2011-2015,1,CHANGE IN TINNITUS FUNCTIONAL INDEX INTRUSIVENESS SCORE,0.0000,1.0000,8
Disorder of ear,Tinnitus,Phase 3,2011-2015,1,CHANGE IN TINNITUS FUNCTIONAL INDEX REDUCED SENSE OF CONTROL SCORE,0.0000,1.0000,9
Disorder of ear,Tinnitus,Phase 3,2016-2020,3,CHANGE IN TINNITUS FUNCTIONAL INDEX AUDITORY DIFFICULTIES SCORE,50.0000,1.0000,5
Disorder of ear,Tinnitus,Phase 3,2016-2020,3,CHANGE IN TINNITUS FUNCTIONAL INDEX COGNITIVE INTERFERENCE SCORE,50.0000,1.0000,6
Disorder of ear,Tinnitus,Phase 3,2016-2020,3,CHANGE IN TINNITUS FUNCTIONAL INDEX EMOTIONAL DISTRESS SCORE,50.0000,1.0000,7
Disorder of ear,Tinnitus,Phase 3,2016-2020,3,CHANGE IN TINNITUS FUNCTIONAL INDEX INTRUSIVENESS SCORE,50.0000,1.0000,8
Disorder of ear,Tinnitus,Phase 3,2016-2020,3,CHANGE IN TINNITUS FUNCTIONAL INDEX REDUCED SENSE OF CONTROL SCORE,50.0000,1.0000,9
Disorder of ear,Tinnitus,Phase 4,2016-2020,1,CHANGE IN GLOBAL BOTHERSOME SCALE SCORE,100.0000,1.0000,1
Disorder of ear,Tinnitus,Phase 4,2016-2020,1,CHANGE IN TINNITUS FUNCTIONAL INDEX SCORE,100.0000,1.0000,0
Disorder of ear,Tinnitus,Phase 4,2016-2020,1,PATIENTS' GLOBAL IMPRESSION OF CHANGE,100.0000,1.0000,16
Injury,Trauma,Phase 1,2011-2015,2,CHANGE IN HISTOLOGICAL ACUTE INFLAMMATION SCORE,100.0000,1.0000,15
Injury,Trauma,Phase 1,2011-2015,2,CHANGE IN HISTOLOGICAL REPAIR SCORE,100.0000,1.0000,16
Injury,Trauma,Phase 1,2011-2015,2,30-DAY MORTALITY,0.0000,3.0000,0
Injury,Trauma,Phase 1,2011-2015,2,CHANGE IN INTERLEUKIN 10,0.0000,3.0000,17
Injury,Trauma,Phase 1,2011-2015,2,CHANGE IN INTERLEUKIN 1A,0.0000,3.0000,18
Injury,Trauma,Phase 1,2021-2025,1,30-DAY MORTALITY,100.0000,1.0000,0
Injury,Trauma,Phase 1,2021-2025,1,CHANGE IN INTERLEUKIN 10,100.0000,1.0000,17
Injury,Trauma,Phase 1,2021-2025,1,CHANGE IN INTERLEUKIN 1A,100.0000,1.0000,18
Injury,Trauma,Phase 1,2021-2025,1,CHANGE IN HISTOLOGICAL ACUTE INFLAMMATION SCORE,0.0000,4.0000,15
Injury,Trauma,Phase 1,2021-2025,1,CHANGE IN HISTOLOGICAL REPAIR SCORE,0.0000,4.0000,16
Injury,Trauma,Phase 2,2006-2010,1,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,1.0000,5
Injury,Trauma,Phase 2,2006-2010,1,VENTILATOR FREE DAYS,0.0000,1.0000,6
Injury,Trauma,Phase 2,2006-2010,1,24 HOUR MORTALITY,0.0000,1.0000,2
Injury,Trauma,Phase 2,2006-2010,1,24-HOUR MORTALITY,0.0000,1.0000,1
Injury,Trauma,Phase 2,2006-2010,1,28-DAY MORTALITY,0.0000,1.0000,8
Injury,Trauma,Phase 2,2011-2015,7,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,25.0000,1.0000,5
Injury,Trauma,Phase 2,2011-2015,7,VENTILATOR FREE DAYS,25.0000,1.0000,6
Injury,Trauma,Phase 2,2011-2015,7,24 HOUR MORTALITY,25.0000,1.0000,2
Injury,Trauma,Phase 2,2011-2015,7,24-HOUR MORTALITY,0.0000,4.0000,1
Injury,Trauma,Phase 2,2011-2015,7,28-DAY MORTALITY,0.0000,4.0000,8
Injury,Trauma,Phase 2,2016-2020,6,28-DAY MORTALITY,100.0000,1.0000,8
Injury,Trauma,Phase 2,2016-2020,6,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,33.3333,2.0000,5
Injury,Trauma,Phase 2,2016-2020,6,VENTILATOR FREE DAYS,0.0000,3.0000,6
Injury,Trauma,Phase 2,2016-2020,6,24 HOUR MORTALITY,0.0000,3.0000,2
Injury,Trauma,Phase 2,2016-2020,6,24-HOUR MORTALITY,0.0000,3.0000,1
Injury,Trauma,Phase 2,2021-2025,5,24-HOUR MORTALITY,100.0000,1.0000,1
Injury,Trauma,Phase 2,2021-2025,5,VENTILATOR FREE DAYS,33.3333,2.0000,6
Injury,Trauma,Phase 2,2021-2025,5,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,3.0000,5
Injury,Trauma,Phase 2,2021-2025,5,24 HOUR MORTALITY,0.0000,3.0000,2
Injury,Trauma,Phase 2,2021-2025,5,28-DAY MORTALITY,0.0000,3.0000,8
Injury,Trauma,Phase 3,2011-2015,5,30-DAY MORTALITY,100.0000,1.0000,0
Injury,Trauma,Phase 3,2011-2015,5,CURRENT HEALTH ASSESSMENT SCORE,50.0000,2.0000,4
Injury,Trauma,Phase 3,2011-2015,5,ALL-CAUSE MORTALITY,0.0000,3.0000,3
Injury,Trauma,Phase 3,2011-2015,5,24 HOUR MORTALITY,0.0000,3.0000,2
Injury,Trauma,Phase 3,2011-2015,5,24 HOUR TOTAL BLOOD TRANSFUSION,0.0000,3.0000,7
Injury,Trauma,Phase 3,2016-2020,4,30-DAY MORTALITY,100.0000,1.0000,0
Injury,Trauma,Phase 3,2016-2020,4,24 HOUR MORTALITY,100.0000,1.0000,2
Injury,Trauma,Phase 3,2016-2020,4,24 HOUR TOTAL BLOOD TRANSFUSION,100.0000,1.0000,7
Injury,Trauma,Phase 3,2016-2020,4,ALL-CAUSE MORTALITY,0.0000,4.0000,3
Injury,Trauma,Phase 3,2016-2020,4,CURRENT HEALTH ASSESSMENT SCORE,0.0000,4.0000,4
Injury,Trauma,Phase 3,2021-2025,3,ALL-CAUSE MORTALITY,75.0000,1.0000,3
Injury,Trauma,Phase 3,2021-2025,3,30-DAY MORTALITY,0.0000,2.0000,0
Injury,Trauma,Phase 3,2021-2025,3,CURRENT HEALTH ASSESSMENT SCORE,0.0000,2.0000,4
Injury,Trauma,Phase 3,2021-2025,3,24 HOUR MORTALITY,0.0000,2.0000,2
Injury,Trauma,Phase 3,2021-2025,3,24 HOUR TOTAL BLOOD TRANSFUSION,0.0000,2.0000,7
Injury,Trauma,Phase 4,2006-2010,1,30-DAY MORTALITY,0.0000,1.0000,0
